enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
10037,5,85,1,0,3,2,5,21,8,6,4,182,1
2524,13,90,1,0,3,0,5,3,4,5,0,89,0
16619,6,88,1,0,3,2,5,21,2,5,0,29,0
3872,64,14,3,0,3,0,5,1,5,5,0,123,0
3143,99,72,1,0,3,1,6,1,4,5,1,5,0
10203,5,85,1,0,0,0,5,0,8,6,0,90,1
3405,89,70,1,0,3,3,5,21,1,2,4,113,1
11467,6,88,1,0,3,1,6,16,8,6,0,81,1
3971,5,85,1,0,3,0,4,7,0,5,5,63,0
3974,64,14,1,1,0,0,5,14,8,6,6,16,0
5236,6,88,1,1,0,0,5,16,4,6,0,50,0
14696,5,85,0,0,3,0,5,21,4,5,2,61,0
11225,13,90,3,1,3,1,6,6,1,5,6,27,0
12796,5,85,1,1,0,1,6,14,8,6,6,43,0
13754,64,14,3,0,3,0,5,17,3,5,3,65,0
8194,2,73,2,1,3,1,6,11,8,6,6,10,0
18204,49,85,1,0,3,0,5,3,1,5,2,17,1
11281,2,73,1,1,3,2,5,21,2,4,4,2,1
3340,6,88,1,0,3,2,5,21,1,5,3,34,0
2066,47,64,1,1,0,1,6,13,8,6,6,34,0
18469,36,31,1,0,3,2,5,21,8,6,4,84,0
6960,43,27,3,0,3,0,5,21,4,5,0,1,0
14854,101,40,3,1,3,1,6,16,8,6,0,144,1
2380,5,85,1,1,3,4,6,13,8,5,6,97,0
7712,5,85,1,0,3,2,5,6,1,5,1,3,0
606,5,85,1,1,0,0,5,14,8,6,0,27,1
14467,99,72,1,0,1,2,5,11,4,6,0,14,0
8950,85,77,3,0,3,2,5,5,3,5,4,94,0
4100,2,73,1,0,3,0,5,9,1,5,1,15,0
3969,5,85,1,0,3,0,3,14,1,5,0,16,0
13217,69,66,1,1,3,0,5,11,8,6,6,17,0
17200,11,8,1,0,0,0,5,15,8,6,0,73,1
1973,98,27,1,0,1,0,5,2,4,6,0,16,0
13316,64,14,1,0,3,0,5,19,4,6,0,16,0
1221,48,82,0,0,3,0,5,17,5,5,1,103,0
2932,95,67,1,1,0,1,6,11,8,5,6,11,0
9415,49,85,0,0,3,0,5,21,0,0,1,8,0
12122,13,90,1,1,3,3,5,21,2,5,1,8,0
10049,61,23,3,0,3,2,5,6,2,5,0,40,0
15631,5,85,3,1,3,1,6,15,8,6,6,47,1
13275,116,27,1,0,0,0,5,18,4,5,0,55,0
245,64,14,1,0,3,0,5,11,0,5,0,99,1
3363,5,85,1,0,3,0,3,21,2,2,4,82,0
12988,94,56,1,0,3,0,5,5,6,5,4,127,1
14974,49,85,1,0,3,0,5,2,1,6,1,90,0
18611,51,81,1,1,3,0,5,11,8,6,0,24,1
16068,6,88,0,0,3,2,4,9,2,5,4,146,0
3368,5,85,1,0,3,0,5,21,4,5,4,59,0
16108,5,85,0,0,1,0,5,1,4,5,1,79,0
5221,95,67,1,0,3,2,1,22,8,5,4,94,1
1787,4,57,1,0,0,1,6,1,6,6,0,68,0
4263,41,24,3,1,0,1,6,16,8,6,0,10,0
9123,117,25,1,0,3,0,5,3,8,6,4,39,1
7107,65,80,0,1,0,0,5,15,8,6,6,69,1
901,5,85,1,1,0,0,5,11,8,6,6,41,1
12820,13,90,1,0,3,0,5,17,1,5,4,4,0
15047,5,85,0,1,3,3,5,4,1,4,1,78,0
10125,6,88,1,0,3,0,5,6,4,5,3,35,0
5258,103,91,1,0,3,0,5,17,3,5,1,25,0
6986,103,91,1,1,0,0,5,4,8,6,0,141,0
7428,103,91,0,0,3,2,5,6,2,5,2,83,0
13297,116,27,1,0,3,0,5,14,8,6,0,126,0
3805,39,9,3,1,3,0,1,20,8,6,6,24,1
14516,5,85,1,0,3,0,5,17,4,5,0,34,0
13231,2,73,1,0,3,0,5,21,8,6,1,118,1
12826,95,67,1,0,3,3,5,21,7,5,4,91,0
1342,64,14,3,0,0,5,6,13,1,5,2,105,1
11727,116,27,1,0,3,3,5,1,8,6,0,73,0
5036,83,41,3,0,0,0,5,15,3,2,6,57,0
13162,49,85,3,1,0,1,6,13,8,6,1,52,1
16572,13,90,1,0,3,2,5,21,4,5,0,32,0
9722,64,14,3,0,0,0,5,0,4,5,0,2,1
16941,5,85,3,1,1,0,1,20,4,5,0,14,0
18094,48,82,1,0,3,0,5,21,1,5,1,48,1
342,5,85,1,0,3,0,5,19,3,5,0,9,0
14558,30,78,0,0,3,2,5,16,4,4,0,16,0
18293,41,24,3,1,0,0,5,17,4,5,6,223,0
1226,4,57,1,0,3,3,5,17,5,5,4,6,1
6044,64,14,0,1,3,2,2,13,8,6,4,56,1
8101,5,85,1,1,0,0,5,3,8,6,6,91,0
6899,30,78,1,0,3,2,5,9,1,6,0,185,0
18604,112,87,1,0,3,0,0,14,0,5,3,44,0
17974,5,85,1,0,3,0,5,1,7,5,4,208,0
18449,87,68,1,0,3,0,5,21,0,1,3,72,0
9424,117,25,2,1,0,1,6,13,8,6,0,147,1
7016,95,67,1,0,3,2,5,17,0,2,4,100,1
549,15,38,1,0,3,0,2,17,8,6,3,161,0
9122,4,57,1,1,3,0,5,13,8,6,2,37,0
7272,5,85,1,0,3,0,5,21,8,6,0,51,0
13904,64,14,1,0,3,2,5,20,1,5,0,29,1
7426,5,85,1,0,3,0,5,18,8,6,3,88,1
2275,5,85,1,0,3,0,5,8,5,5,4,98,0
17488,49,85,1,1,0,0,5,15,8,6,0,55,1
1416,77,48,1,0,3,1,6,13,4,5,0,27,0
9497,5,85,3,1,3,0,2,8,4,5,4,30,0
890,49,85,1,0,0,0,5,18,8,6,0,33,1
3470,78,60,1,0,3,0,5,21,3,5,4,172,0
15016,55,71,1,0,3,0,5,5,4,5,4,109,0
15453,82,74,1,0,3,2,5,17,8,6,2,26,0
16318,83,41,0,0,1,2,5,16,8,6,2,40,0
7129,13,90,1,1,1,1,6,13,4,5,2,106,0
12141,91,83,1,0,3,0,5,17,7,5,0,9,0
3529,13,90,3,0,3,2,5,6,1,5,6,15,0
12433,30,78,1,0,3,2,5,21,4,1,0,25,0
9209,64,14,1,1,0,0,5,14,4,6,0,154,0
17218,5,85,1,0,3,0,5,0,3,5,0,47,0
17162,5,85,3,0,3,0,1,13,2,5,1,1,0
2533,118,69,1,0,0,0,5,16,0,0,3,91,0
9773,11,8,3,1,3,1,6,20,8,6,6,28,1
17004,55,71,1,0,0,0,1,1,8,6,1,97,1
18850,49,85,1,1,3,0,1,0,6,5,0,47,1
13719,1,76,1,0,3,0,5,14,4,1,0,54,0
13432,103,91,1,0,0,3,5,21,8,6,4,49,0
8940,5,85,3,0,3,2,5,21,4,5,4,69,0
11733,13,90,1,0,3,0,5,3,1,5,0,47,0
13410,95,67,1,0,3,0,5,2,8,6,1,75,1
3172,47,64,1,0,3,0,5,13,1,1,1,164,0
2357,5,85,3,1,0,0,5,0,8,6,0,51,1
18167,91,83,1,0,3,0,5,19,4,1,0,32,0
15284,39,9,3,1,1,0,5,20,8,6,0,57,0
13390,64,14,3,0,3,0,5,19,3,5,0,11,1
18127,24,7,1,0,3,0,5,14,8,6,0,39,1
5464,48,82,1,0,3,2,5,1,1,6,0,50,0
5442,5,85,1,0,3,2,0,21,2,2,4,49,1
17681,30,78,3,0,3,2,5,16,3,6,0,155,0
3808,64,14,3,1,3,1,6,0,8,6,6,51,0
16775,71,27,1,0,3,5,6,18,8,6,0,14,0
15497,5,85,1,1,0,0,5,13,4,5,2,7,1
6176,43,27,1,0,2,0,5,1,8,6,6,39,0
909,5,85,1,0,3,1,6,14,2,5,0,41,0
14297,64,14,3,1,3,0,5,11,2,5,0,8,0
12811,64,14,3,1,0,2,5,19,2,4,0,33,0
15451,65,80,1,0,3,0,5,3,1,1,4,94,0
13946,64,14,3,1,0,1,6,13,8,6,6,31,0
13677,79,12,1,0,3,2,5,16,4,5,0,101,1
5365,4,57,1,0,3,0,5,21,3,6,3,54,0
10079,74,75,1,0,3,0,5,15,0,5,1,54,0
6116,5,85,0,0,3,0,5,2,1,2,0,14,0
5314,7,53,3,0,3,0,5,4,1,5,2,33,0
6743,48,82,1,0,3,0,5,19,0,0,3,26,0
11327,5,85,1,0,3,0,5,5,6,5,2,13,0
16150,4,57,3,0,3,0,5,2,6,5,0,75,0
6443,64,14,3,0,3,0,5,0,4,5,0,12,1
7590,71,27,3,0,1,0,5,14,1,2,0,96,0
3293,51,81,1,0,3,2,5,21,4,1,4,11,0
4452,5,85,0,0,3,2,1,14,5,5,0,181,0
4393,99,72,1,0,3,0,5,16,5,5,0,57,1
269,49,85,1,0,3,0,5,19,1,1,1,23,0
6835,31,62,1,0,3,2,5,16,3,5,0,27,0
3205,91,83,1,0,3,0,5,2,1,5,0,44,0
8287,13,90,1,0,3,0,5,15,3,5,0,41,0
1920,99,72,1,0,1,0,5,18,4,5,1,68,0
15797,48,82,3,1,3,0,5,5,1,5,0,176,0
5194,30,78,1,1,0,0,5,17,8,6,5,125,0
9132,51,81,1,1,3,2,5,17,1,5,2,17,0
9055,5,85,1,0,3,0,5,4,8,5,3,45,0
8602,5,85,3,0,3,3,5,12,3,5,0,21,0
7382,5,85,1,0,0,0,5,14,0,5,0,39,1
9376,66,27,1,0,3,0,5,3,8,6,4,31,1
3138,65,80,1,0,3,0,5,3,4,5,0,19,0
15834,5,85,1,0,3,0,5,14,0,5,3,32,1
4219,64,14,1,0,3,0,5,15,4,5,0,2,0
5746,5,85,1,0,0,2,5,21,8,6,0,135,0
8917,5,85,1,0,3,0,5,5,1,5,0,28,0
17485,49,85,1,0,3,0,5,15,8,6,0,61,1
12212,64,14,0,0,3,0,5,11,0,5,0,71,1
3013,30,78,1,0,3,2,5,19,3,5,1,51,0
11348,117,25,0,0,3,0,5,19,4,5,1,30,0
16147,13,90,1,0,3,1,6,5,3,5,4,24,0
17312,102,13,1,0,3,0,5,2,4,5,4,105,1
17899,103,91,1,0,3,3,5,5,8,6,0,154,0
11558,5,85,1,1,0,0,5,17,8,6,0,148,1
16792,5,85,1,1,1,0,5,17,5,2,1,9,0
13358,82,74,1,1,2,1,6,11,8,6,6,20,0
12817,51,81,1,0,3,0,4,7,1,3,6,166,1
54,48,82,3,1,3,0,5,16,0,5,4,39,0
3397,49,85,1,0,0,0,5,13,8,6,0,42,0
13586,64,14,1,0,3,2,5,13,1,5,1,12,1
9662,64,14,3,1,0,0,5,22,8,6,5,31,0
16215,5,85,3,0,2,0,5,13,7,0,0,86,0
14633,6,88,1,0,3,2,5,13,6,5,0,100,0
14307,64,14,3,1,0,0,5,13,8,6,5,66,1
18598,13,90,1,1,0,0,5,16,8,5,6,15,0
9331,65,80,3,1,1,1,6,0,8,6,5,45,0
19055,64,14,1,0,0,2,5,0,5,5,0,19,1
11258,13,90,1,0,3,2,5,1,2,5,4,20,0
6686,5,85,0,0,3,2,5,18,3,5,3,51,0
16432,30,78,1,1,1,2,5,11,4,5,0,5,0
2210,77,48,1,0,3,0,5,21,2,5,4,19,0
9327,64,14,3,0,3,2,5,17,4,5,0,50,1
629,5,85,1,0,3,2,5,2,1,4,4,36,0
5636,2,73,1,1,0,1,6,14,8,6,0,81,0
8292,46,44,1,0,3,0,5,2,5,5,6,57,0
10394,64,14,3,0,3,2,5,16,2,6,6,73,0
4645,95,67,0,0,3,2,5,19,2,5,0,145,0
12008,48,82,1,1,3,1,6,1,8,6,6,51,0
3579,49,85,0,0,3,0,5,3,7,5,0,80,0
18601,74,75,1,0,3,0,5,19,1,5,2,9,0
17444,11,8,1,0,3,0,5,14,1,5,6,24,0
1466,48,82,1,0,3,0,5,21,0,5,1,49,0
5143,64,14,3,0,3,2,5,14,8,6,3,67,1
14324,30,78,3,0,3,2,5,6,3,5,3,94,0
275,95,67,1,0,1,1,6,5,3,5,3,52,0
15770,63,55,1,0,3,0,5,18,4,5,0,24,0
14790,112,87,1,0,3,0,5,5,8,6,0,39,0
17343,15,38,1,0,3,2,5,16,8,6,0,27,0
16913,6,88,3,0,3,0,0,1,0,5,0,42,0
12454,48,82,3,1,3,1,6,15,8,6,6,56,0
8506,49,85,3,0,3,0,5,19,3,5,0,87,0
14435,29,27,1,0,3,2,5,16,8,6,0,34,1
1914,2,73,3,0,0,1,6,21,8,6,4,156,0
7782,93,21,1,0,3,0,5,21,4,5,4,85,0
16146,42,27,0,0,0,5,6,21,7,0,6,76,0
15040,5,85,0,0,3,0,5,19,6,5,4,158,0
3134,5,85,1,0,3,0,5,2,8,5,2,200,1
2428,64,14,1,0,3,0,5,19,8,6,0,30,0
11311,13,90,1,0,3,2,5,5,2,5,0,37,0
16351,13,90,1,1,0,2,1,9,8,6,1,82,0
4748,5,85,3,0,3,2,5,16,8,5,1,27,0
16658,112,87,1,0,3,0,5,5,7,1,0,68,0
4491,120,89,1,0,3,0,5,6,1,5,4,56,0
10798,13,90,1,0,3,0,5,1,2,5,0,8,0
8418,99,72,1,0,3,0,5,21,1,5,4,18,0
11431,41,24,1,0,0,0,5,17,8,6,0,62,0
5627,5,85,3,0,3,0,5,18,1,1,0,76,0
8518,5,85,1,0,3,0,5,19,4,5,0,17,0
9233,30,78,1,0,1,0,5,13,0,5,0,45,0
13932,13,90,3,0,1,0,5,1,1,4,0,38,0
2076,5,85,1,0,3,2,5,21,8,4,4,25,0
8947,13,90,3,0,3,0,5,3,1,5,3,81,0
4037,5,85,1,0,3,0,5,21,0,1,2,28,0
3682,4,57,3,1,3,0,5,6,8,6,4,42,1
15787,78,60,1,1,1,0,5,19,8,6,2,7,1
17785,5,85,1,0,0,2,5,6,2,5,1,33,0
6984,64,14,1,1,0,0,5,20,8,6,6,80,1
18654,30,78,1,0,3,5,6,17,4,1,2,169,0
7318,49,85,1,1,3,0,5,21,8,6,0,7,1
14292,64,14,1,0,3,2,5,8,7,5,0,49,0
11662,29,27,3,1,1,1,6,11,8,6,1,46,1
15878,5,85,1,1,3,4,6,16,8,6,6,240,0
16616,5,85,3,0,3,2,5,21,4,5,4,50,0
8000,48,82,3,1,3,2,1,11,8,6,1,229,0
3056,5,85,3,1,3,0,2,1,8,6,1,66,1
11761,64,14,3,1,3,0,5,20,3,5,0,87,1
13590,63,55,1,1,0,1,6,16,8,6,6,40,0
5432,6,88,1,0,3,0,5,21,4,5,0,16,0
10269,2,73,1,0,1,0,5,16,1,5,2,78,0
13001,101,40,3,0,3,0,5,21,8,6,6,88,0
776,13,90,1,0,0,1,6,9,8,6,0,42,0
13942,55,71,1,0,3,2,5,10,2,5,4,55,0
18170,49,85,1,0,3,0,5,16,4,0,0,188,0
4517,64,14,1,1,3,2,5,13,3,5,2,27,1
15379,26,60,1,0,3,0,5,1,4,5,0,54,0
6389,5,85,1,0,3,0,1,19,1,5,0,16,0
7858,2,73,3,0,3,0,5,1,4,5,1,68,0
13990,89,70,1,0,3,0,5,5,1,1,0,9,0
3724,15,38,1,0,0,2,5,21,2,5,0,69,0
14362,7,53,3,0,3,2,5,21,8,6,5,3,0
1779,5,85,1,0,3,2,5,21,8,6,0,21,1
5613,48,82,1,0,3,0,5,11,3,5,1,151,0
4120,103,91,1,0,3,0,5,15,2,5,0,17,0
15152,13,90,1,1,0,0,5,5,7,0,0,27,1
18530,4,57,3,1,0,0,5,17,8,6,6,4,1
11960,116,27,1,0,3,0,5,21,2,5,1,41,0
7461,48,82,1,0,3,0,5,6,4,5,0,3,0
16718,2,73,1,0,3,0,5,21,8,6,0,89,0
4547,26,60,1,0,3,3,5,9,4,5,1,17,0
10540,64,14,1,0,0,2,5,2,1,5,3,6,1
13566,64,14,1,0,3,0,5,13,3,5,1,44,1
17656,61,23,1,0,3,0,5,15,1,5,0,62,0
3713,64,14,3,0,3,2,0,16,0,5,0,20,1
8232,64,14,3,1,3,2,5,20,1,2,0,152,1
6684,48,82,1,0,3,2,5,3,0,5,1,76,0
17382,41,24,1,0,3,0,5,15,5,1,1,119,0
1716,112,87,1,1,3,0,5,5,2,5,4,83,0
7754,13,90,1,1,3,2,5,21,4,5,4,39,0
16721,112,87,1,0,1,0,5,15,2,5,4,69,1
12104,30,78,1,0,3,2,5,10,5,5,3,87,1
4678,99,72,1,0,3,2,5,18,5,5,1,149,0
17716,13,90,1,1,0,1,6,15,4,5,4,155,0
12804,30,78,1,0,3,2,5,2,4,6,1,15,0
3124,85,77,1,0,3,2,5,4,2,4,4,189,0
11961,24,7,1,0,3,0,5,2,7,5,4,44,0
11725,48,82,1,0,3,2,5,13,4,5,0,68,0
11079,99,72,1,1,3,2,5,16,0,5,2,5,0
14509,5,85,1,0,3,1,6,2,1,5,4,116,0
1563,2,73,1,0,3,2,5,1,2,5,6,52,1
13887,64,14,0,0,3,0,5,16,8,5,0,8,1
18458,55,71,1,0,3,0,5,7,0,5,4,53,0
7353,5,85,1,1,0,0,5,16,8,4,0,113,1
5931,26,60,3,0,3,2,5,14,7,1,1,25,0
11494,85,77,1,1,3,2,2,20,0,2,0,8,1
14213,114,89,1,0,3,0,5,3,4,6,0,77,0
16649,5,85,1,0,3,0,0,14,1,5,2,49,0
12101,116,27,1,1,0,2,5,15,8,6,1,19,0
12155,13,90,3,0,3,0,5,18,3,5,0,46,0
18443,5,85,0,0,0,0,5,17,4,5,0,55,0
14081,48,82,3,1,3,1,6,0,8,6,6,122,0
17090,5,85,0,0,3,0,0,6,5,6,1,49,0
3226,6,88,0,0,3,2,2,11,4,1,0,27,0
10525,64,14,1,0,3,0,5,15,1,5,0,127,1
5077,64,14,3,1,0,0,5,11,8,6,6,57,1
1149,5,85,1,0,3,0,5,18,4,5,1,18,0
1641,4,57,3,1,0,0,5,13,4,5,0,46,0
17068,112,87,1,0,3,2,2,4,2,5,0,45,0
12519,64,14,1,0,3,0,5,14,1,5,1,77,0
1585,6,88,1,0,3,0,5,7,2,5,1,31,0
13106,5,85,1,0,3,0,5,0,1,5,0,61,1
10780,70,91,1,0,3,0,5,2,4,5,0,94,0
7257,106,13,1,0,3,0,5,15,0,1,1,19,1
11379,13,90,3,1,0,0,5,4,8,5,6,33,0
5723,5,85,0,0,3,0,5,0,3,5,0,29,0
18585,13,90,1,0,1,0,5,4,4,5,0,37,0
188,26,60,0,0,3,2,5,1,4,5,3,25,0
3412,31,62,1,1,3,5,6,7,4,6,6,152,0
4833,48,82,1,0,3,0,5,6,1,5,2,157,0
1663,6,88,1,0,3,0,2,5,4,5,0,28,0
18776,48,82,0,1,0,1,6,11,4,6,0,31,0
15715,30,78,1,0,3,3,5,21,8,6,4,51,0
11532,49,85,1,1,0,1,6,16,8,6,6,20,0
8507,112,87,0,0,3,0,4,1,8,6,4,155,1
14575,122,84,1,0,3,0,2,13,4,5,1,67,0
3434,99,72,1,0,3,2,5,7,4,6,1,30,0
10211,13,90,3,1,0,1,6,20,8,6,6,49,0
3170,64,14,1,0,0,0,5,16,1,5,1,12,1
6503,30,78,3,1,2,1,6,15,8,6,5,54,0
11415,5,85,1,0,3,0,5,13,1,1,0,107,1
12732,64,14,3,0,0,2,5,21,8,6,4,5,1
5445,5,85,1,0,3,0,5,21,2,5,0,53,0
7222,30,78,3,0,3,0,5,7,8,6,5,148,0
8891,5,85,1,0,3,0,5,5,6,5,4,170,0
3335,5,85,1,0,3,0,2,2,1,1,1,44,0
6709,49,85,0,0,3,0,5,1,0,5,3,99,1
8425,5,85,3,1,2,5,6,11,8,6,6,67,0
7131,98,27,1,0,3,5,6,16,8,6,4,51,0
2286,48,82,1,1,3,0,4,20,5,5,0,15,0
17271,64,14,1,0,3,0,5,5,5,5,0,3,0
14319,64,14,1,0,0,2,5,13,4,5,0,44,0
12688,103,91,1,0,3,2,5,0,7,1,0,52,1
10841,5,85,1,0,3,0,5,15,6,5,0,44,0
10621,48,82,1,0,3,0,5,15,5,5,6,65,0
8014,49,85,1,0,3,0,5,15,5,5,6,155,0
12407,13,90,3,0,3,2,5,21,6,5,0,134,0
4605,82,74,1,0,0,0,5,15,8,6,0,30,0
9897,99,72,1,0,3,0,5,15,3,3,0,145,0
3867,64,14,1,0,3,2,5,16,1,1,0,14,1
14127,5,85,1,0,3,4,6,15,2,5,6,30,0
11872,5,85,1,1,0,0,5,16,8,6,6,1,1
14317,33,27,3,0,3,0,5,7,6,5,1,71,0
8778,13,90,1,1,1,0,1,20,3,5,1,13,0
5477,5,85,1,0,3,0,5,21,2,5,4,8,0
15138,5,85,3,0,3,0,2,13,8,6,0,57,1
12270,13,90,3,0,3,5,6,21,7,5,6,95,0
2465,41,24,1,0,3,0,5,18,8,6,1,132,0
1515,101,40,1,0,3,0,5,15,8,6,0,23,1
10226,61,23,1,0,3,0,5,21,8,6,0,30,0
9906,116,27,3,0,1,2,5,16,8,6,0,113,1
12708,43,27,3,0,0,2,5,3,8,6,0,43,0
7733,30,78,3,0,3,2,5,15,3,5,3,100,0
18383,53,86,1,1,0,0,5,1,2,4,0,47,0
17075,30,78,1,0,3,0,5,6,2,5,4,35,0
16337,93,21,1,0,3,5,6,17,0,5,0,119,0
55,5,85,1,1,3,2,5,21,8,6,4,55,1
15736,5,85,1,0,3,0,5,6,6,5,2,61,0
17864,89,70,1,0,3,0,5,2,7,5,0,139,0
12289,11,8,3,0,3,0,5,15,4,5,0,29,1
17666,95,67,1,0,0,0,5,14,4,5,0,24,0
9033,5,85,3,0,3,0,5,4,3,5,3,9,1
6659,77,48,1,0,0,0,5,13,4,5,0,8,0
4987,5,85,1,1,3,5,6,0,8,6,6,24,0
3180,102,13,1,0,3,0,5,1,1,5,1,78,0
9128,5,85,3,0,3,2,1,14,8,6,0,72,1
3093,64,14,3,0,3,0,5,14,1,2,0,204,0
10726,64,14,1,1,3,2,5,17,3,5,0,27,0
4430,64,14,1,1,0,0,5,13,1,5,2,18,1
13680,49,85,1,1,3,0,5,21,4,5,4,185,1
5593,5,85,1,1,3,0,5,15,8,6,6,5,1
1088,64,14,3,1,0,2,5,19,1,5,6,4,1
14830,48,82,1,0,3,0,5,9,8,6,4,23,0
6182,11,8,3,0,0,0,5,14,1,5,0,104,0
5207,95,67,3,1,0,0,5,15,8,6,2,53,1
575,5,85,1,0,3,0,5,21,1,5,4,23,0
3774,2,73,1,0,0,0,5,1,1,5,4,113,0
1079,29,27,3,1,0,1,6,13,8,5,6,63,0
3509,49,85,1,0,3,0,5,14,0,6,0,104,0
2594,64,14,1,1,0,0,5,11,8,6,6,50,0
17939,5,85,1,0,3,2,5,21,2,5,0,39,0
1523,48,82,1,0,3,0,5,1,4,5,0,25,0
18497,65,80,3,0,2,0,1,11,8,6,0,27,0
10804,116,27,0,0,3,2,5,16,0,6,0,168,0
14949,39,9,1,1,0,0,5,17,0,5,0,100,1
2546,31,62,1,0,3,2,5,6,4,5,1,121,0
7243,30,78,1,0,3,2,5,6,1,5,4,33,0
4036,120,89,3,0,3,0,5,2,0,0,0,45,0
4,30,78,1,0,0,2,5,4,8,6,0,17,0
8783,13,90,1,0,3,2,5,21,4,5,0,15,0
6254,5,85,1,0,3,0,5,14,4,2,1,154,0
1381,6,88,1,1,0,1,6,14,2,5,0,100,1
10066,65,80,1,0,3,2,5,16,3,5,0,36,0
4982,97,18,3,1,3,0,5,0,8,6,6,32,0
2844,5,85,1,0,3,0,5,21,8,6,0,2,1
16495,13,90,1,0,3,5,6,17,5,3,2,79,1
546,5,85,3,1,0,0,5,14,8,6,6,30,1
2729,64,14,1,0,3,0,5,1,3,5,0,58,1
12175,64,14,1,0,3,0,5,0,8,6,0,3,1
17959,95,67,1,0,3,2,5,3,2,5,4,49,0
6817,43,27,1,1,3,0,5,21,7,5,6,55,0
18992,5,85,1,0,3,0,5,19,3,5,0,81,0
3515,5,85,1,0,3,0,5,17,7,5,4,89,0
8576,5,85,1,0,1,0,2,21,7,2,4,87,0
13398,5,85,3,1,3,5,6,14,8,6,5,45,0
9180,64,14,1,0,0,2,5,14,4,5,0,27,1
8702,104,27,1,0,0,0,5,16,2,5,1,55,0
4129,88,35,1,1,0,2,5,15,8,6,0,49,1
1212,48,82,1,0,3,0,5,2,1,5,0,28,0
9861,6,88,1,0,3,0,5,1,4,5,4,35,0
14883,30,78,1,0,1,2,5,7,2,5,0,18,0
13144,5,85,1,0,0,0,5,11,1,6,1,53,0
752,5,85,1,1,3,4,6,15,8,6,6,34,0
17607,64,14,3,0,3,2,5,5,4,5,3,43,1
2575,65,80,1,1,0,0,5,11,8,5,6,27,0
10617,30,78,1,0,3,2,5,21,2,5,4,54,0
11301,48,82,1,0,3,0,2,11,8,6,0,144,1
9181,94,56,1,0,3,0,5,4,4,5,1,18,0
18584,64,14,3,0,0,2,5,12,4,6,0,15,1
14762,95,67,1,0,3,2,5,17,8,6,0,110,0
11116,64,14,1,0,3,0,5,16,8,6,2,64,1
636,95,67,1,0,3,2,5,6,3,5,4,9,0
15795,5,85,3,0,3,0,5,21,8,6,4,75,1
13396,64,14,0,1,3,0,5,15,3,5,0,67,1
3906,77,48,1,0,3,0,5,15,7,5,0,3,0
14259,64,14,0,0,3,5,6,15,8,6,0,38,0
8394,87,68,1,0,0,0,5,18,4,5,4,17,1
16532,7,53,1,1,3,0,3,11,8,6,0,6,1
7165,2,73,1,0,3,1,6,14,7,5,0,44,0
4693,13,90,1,0,3,2,5,21,8,6,0,104,0
16371,5,85,1,0,2,0,2,21,1,2,0,1,0
17721,89,70,1,1,0,0,5,14,8,6,6,86,0
7966,101,40,1,0,3,2,5,21,8,6,0,91,0
3777,31,62,1,0,3,0,5,7,4,1,4,24,0
9206,64,14,1,0,3,0,5,17,4,5,0,87,0
7764,3,11,1,0,3,0,5,13,4,5,0,25,1
11042,6,88,1,1,3,2,5,2,1,6,0,7,0
9912,101,40,1,1,0,0,5,13,8,6,6,38,1
11342,64,14,1,0,3,2,5,14,2,5,2,153,1
12372,13,90,1,0,3,0,5,21,1,5,4,71,0
11305,101,40,1,0,1,0,5,17,8,6,0,219,1
7485,36,31,1,0,2,0,5,16,8,6,0,119,1
5093,49,85,1,0,3,0,5,21,8,6,2,47,1
16442,78,60,1,1,0,1,6,18,8,6,1,184,0
10816,13,90,3,1,3,4,6,15,8,6,6,18,0
12169,21,34,1,1,3,3,5,21,8,6,4,49,1
3651,65,80,1,0,3,0,3,21,2,5,4,27,0
9889,5,85,1,1,3,0,5,19,8,6,0,48,1
6660,48,82,1,0,3,0,5,16,8,6,0,105,0
12946,74,75,1,1,0,2,5,17,5,4,0,34,0
12420,102,13,1,1,2,5,6,0,8,6,0,3,0
12889,4,57,3,1,2,0,5,18,1,5,0,15,1
16302,5,85,1,1,3,2,2,6,4,1,1,7,0
9806,11,8,1,0,0,0,5,14,0,5,0,25,1
1614,64,14,1,1,3,1,6,20,8,6,6,22,0
12812,85,77,1,0,3,2,2,1,4,5,0,30,0
9704,64,14,1,0,3,0,5,16,1,5,6,1,1
19058,5,85,1,0,3,0,2,1,8,6,4,42,0
18375,64,14,1,0,3,2,5,16,3,5,0,98,0
456,48,82,3,0,3,0,5,21,8,6,0,56,0
18197,13,90,3,1,3,0,5,5,0,5,0,177,0
1870,5,85,1,0,3,0,5,21,2,2,4,49,0
9384,30,78,1,0,3,2,5,6,4,5,0,23,0
11416,5,85,1,0,3,0,1,11,8,6,0,7,0
15625,5,85,1,0,1,0,5,21,4,1,1,7,0
687,5,85,1,1,1,0,5,10,3,5,4,20,0
19097,64,14,1,0,3,5,6,17,8,6,0,211,1
9829,64,14,3,0,0,2,5,19,8,6,6,19,0
2863,65,80,0,0,3,0,5,7,0,1,3,140,0
6595,5,85,1,1,3,2,5,21,7,5,3,79,0
822,5,85,1,0,3,0,5,17,4,5,3,54,0
2499,64,14,3,1,1,2,5,0,6,5,0,54,1
6869,4,57,2,0,3,0,5,9,4,5,2,36,1
4367,15,38,1,0,3,2,5,16,4,5,4,30,0
10987,64,14,3,0,2,0,5,5,8,6,4,150,1
